channelName,subscriberCount,averageViews,averageLikes,country,category_1,category_2,category_3,category_4,category_5,category_6,category_7,category_8,category_9,subs_tier,engagement_rate
Darussalam Education Centre,15300,952.1512345679012,4.6,GB,Society,Religion,,,,,,,,Micro-influencer,0.03006535947712418
ZeeKay Animals,3590,8212.54258675079,7.66,GB,Entertainment,Television program,Film,,,,,,,Nano-influencer,0.21337047353760447
PNP PEPAY NEGI PETITE VLOG,164000,106088.11842105264,2972.4,PH,Entertainment,Lifestyle (sociology),Film,,,,,,,Mid-tier influencer,1.812439024390244
FITNESS KING ,14500,20916.56712328767,76.5,,Entertainment,Humour,,,,,,,,Micro-influencer,0.5275862068965518
BEN IN SIBUGAY VLOG ,6910,360.658747300216,11.78,PH,Lifestyle (sociology),Food,,,,,,,,Nano-influencer,0.17047756874095513
Daniela Loves Bad Movies,224,5520.25,159.75,US,Entertainment,Film,,,,,,,,Emerging,71.31696428571429
Flavours of Sports,9,47.4,1.7333333333333334,GB,Tennis,Sport,Association football,,,,,,,Emerging,19.25925925925926
HaQa Science Channel,3,90.66666666666669,2.3333333333333335,US,No topic categories assigned,,,,,,,,,Emerging,77.77777777777779
ibra animals care cats and dogs ,7160,3371.590769230769,946.82,,Lifestyle (sociology),Pet,,,,,,,,Nano-influencer,13.223743016759776
Travel FOMO podcast,767,515.9128113879003,5.3,US,Tourism,Lifestyle (sociology),Hobby,,,,,,,Emerging,0.6910039113428944
Noman And Subhan Bawa Movies,32100,22157.669833729215,196.9,PK,Lifestyle (sociology),Sport,,,,,,,,Micro-influencer,0.6133956386292835
Mr Pedlow Chemistry & Science,658,3876.03125,39.4375,,Knowledge,,,,,,,,,Emerging,5.99354103343465
Travel Chaps,58,1465.0526315789473,5.473684210526316,,Tourism,Lifestyle (sociology),,,,,,,,Emerging,9.437386569872958
The Tech Giant,141000,55203.9614213198,539.34,GB,Video game culture,Technology,Lifestyle (sociology),,,,,,,Mid-tier influencer,0.38251063829787235
Monster Gaming,183000,15416.593271334792,132.88,US,Action game,Role-playing video game,Video game culture,Strategy video game,,,,,,Mid-tier influencer,0.0726120218579235
Thinking Sports,6,48.6,0.4666666666666667,,Health,Society,Technology,Lifestyle (sociology),,,,,,Emerging,7.777777777777778
Funny Foods ASMR,103000,127140.40554156172,25.22,US,Food,Lifestyle (sociology),Hobby,,,,,,,Mid-tier influencer,0.024485436893203885
Bedtime History,57800,10998.43429003021,4.94,US,Society,Knowledge,Politics,,,,,,,Mid-tier influencer,0.008546712802768168
Bass Science - Topic,14,41.229166666666664,0.9583333333333334,,Pop music,Music,Electronic music,,,,,,,Emerging,6.845238095238096
Jon Vlogs,6960000,813877.5112855741,14442.82,BR,Music,Lifestyle (sociology),,,,,,,,Mega-influencer,0.2075117816091954
Adithya Tech தமிழ்,132000,13200.915777653005,534.84,IN,Lifestyle (sociology),Technology,,,,,,,,Mid-tier influencer,0.4051818181818182
GR vlog,10,365.0,8.142857142857142,,Lifestyle (sociology),Tourism,,,,,,,,Emerging,81.42857142857142
Movies Ireland,25100,97073.96407185627,51.98,,Film,Entertainment,,,,,,,,Micro-influencer,0.20709163346613546
UK Aviation Movies,59200,39933.20193861066,350.62,GB,Sport,Vehicle,Military,Lifestyle (sociology),Hobby,,,,,Mid-tier influencer,0.5922635135135135
GGR FASHION,1040,6055.875,58.5,,Lifestyle (sociology),Hobby,Fashion,,,,,,,Nano-influencer,5.625
GRM SPORT,11000,13645.676328502415,67.1,GB,Sport,,,,,,,,,Micro-influencer,0.6099999999999999
DYNAMIX FITNESS PERSONAL TRAINING,141,181.35096153846155,0.7,GB,Physical fitness,Lifestyle (sociology),Health,,,,,,,Emerging,0.49645390070921985
Plasma Science ,12600,56782.18807339449,29.92,IN,Technology,Lifestyle (sociology),,,,,,,,Micro-influencer,0.23746031746031745
Sports Flashback ,7,1238.0,9.428571428571429,,Sport,Association football,,,,,,,,Emerging,134.69387755102042
Film and Video Secrets - Topic,12,27.2,0.2,,Entertainment,Music,Film,,,,,,,Emerging,1.6666666666666667
T.F.G Movies,40,190.71428571428572,9.428571428571429,,Lifestyle (sociology),,,,,,,,,Emerging,23.571428571428573
AI Powered Sports,153,5048.285714285715,1.0,US,Tennis,Sport,Volleyball,,,,,,,Emerging,0.6535947712418301
History of the Ottoman Empire,435,3532.9411764705883,53.11764705882353,,Knowledge,,,,,,,,,Emerging,12.210953346855984
Super Furry Animals,14400,286291.7619047619,443.18,GB,Pop music,Music,Independent music,Electronic music,Rock music,,,,,Micro-influencer,3.077638888888889
GAMING INVESTIGATORS - HUBSON,94100,127913.26900584796,2158.42,,Role-playing video game,Action game,Video game culture,Action-adventure game,,,,,,Mid-tier influencer,2.29375132837407
Disgusting News - Topic,6,34.05555555555556,0.3333333333333333,,Independent music,Rock music,Music,Pop music,,,,,,Emerging,5.5555555555555545
Let’s Make a Trip!,36400,26550.50406504065,1203.84,GB,Lifestyle (sociology),Tourism,,,,,,,,Micro-influencer,3.307252747252747
Munna bhai gaming,3710000,201651.59397482013,14169.58,IN,Action game,Video game culture,Action-adventure game,Role-playing video game,Strategy video game,,,,,Mega-influencer,0.38192938005390836
Fashion hub,60,347.4583333333333,8.333333333333334,LK,Hobby,Fashion,Lifestyle (sociology),,,,,,,Emerging,13.88888888888889
United Sports Club,225,312.12280701754383,3.04,,Sport,Cricket,,,,,,,,Emerging,1.3511111111111112
Animals with AB,116,165.41176470588235,4.0,,Hobby,Lifestyle (sociology),,,,,,,,Emerging,3.4482758620689653
The Birkett-Smith Animal Sanctuary,8,356.57142857142856,0.7142857142857143,,Pet,Lifestyle (sociology),,,,,,,,Emerging,8.928571428571429
Relaxing Flute Music - Topic,1000,370.68952618453864,0.04,,Music,Electronic music,,,,,,,,Nano-influencer,0.004
Street food,1,13.0,1.0,,No topic categories assigned,,,,,,,,,Emerging,100.0
"Chris ASMR, MUKBANG Food /Talking",60400,7636.092844677138,61.72,GR,Lifestyle (sociology),Food,,,,,,,,Mid-tier influencer,0.10218543046357616
BGE & NEWS,106000,10828.900862068966,528.92,US,Society,,,,,,,,,Mid-tier influencer,0.4989811320754716
Zhila Beauty,5790,2408.6308724832215,57.68,GB,Lifestyle (sociology),Physical attractiveness,,,,,,,,Nano-influencer,0.9962003454231434
The Fitness Hutch ,3410,346.31159420289856,59.14,,Health,Lifestyle (sociology),Physical fitness,,,,,,,Nano-influencer,1.7343108504398828
Animal Educate,8390,10380.785123966942,154.4,GB,Knowledge,Lifestyle (sociology),,,,,,,,Nano-influencer,1.840286054827175
Travel Holidays,599,4282.9503546099295,5.98,GB,Lifestyle (sociology),Tourism,,,,,,,,Emerging,0.998330550918197
FEDORIV VLOG,472000,52434.30786516854,227.76,UA,Knowledge,Business,Society,,,,,,,Mid-tier influencer,0.04825423728813559
Daily sports news,590,6673.6551724137935,132.54,,Association football,Sport,,,,,,,,Emerging,22.464406779661015
JB Computer Science,1430,786.2322580645161,13.16,GB,Lifestyle (sociology),Knowledge,Technology,,,,,,,Nano-influencer,0.9202797202797203
The New Travel,381000,120380.1191011236,8216.94,CA,Lifestyle (sociology),Tourism,Society,,,,,,,Mid-tier influencer,2.156677165354331
Animals Sounds,105,5113.478260869565,7.043478260869565,GB,Lifestyle (sociology),Entertainment,Film,,,,,,,Emerging,6.708074534161491
Spear Education,35100,18542.888157894737,25.16,US,Lifestyle (sociology),Health,Knowledge,,,,,,,Micro-influencer,0.07168091168091167
Cowal History,1450,2730.942857142857,84.34285714285714,,Knowledge,Lifestyle (sociology),,,,,,,,Nano-influencer,5.816748768472906
Abby Gaming,136000,30515.024357239512,1046.08,IN,Action game,Video game culture,Action-adventure game,,,,,,,Mid-tier influencer,0.7691764705882352
Everything’s Science,55,57.82608695652174,0.52,,Knowledge,,,,,,,,,Emerging,0.9454545454545454
Weird History Food - Topic,145,26.802721088435373,0.14,,Independent music,Music,Food,Lifestyle (sociology),,,,,,Emerging,0.09655172413793105
Fashion designer Ideas,34,37.04347826086956,2.52,PK,Hobby,Lifestyle (sociology),Fashion,,,,,,,Emerging,7.411764705882353
iMAD Tech,3150000,451935.1464788732,16229.24,IQ,Technology,Lifestyle (sociology),,,,,,,,Mega-influencer,0.5152139682539683
Sadat Fitness,3630,1466.123015873016,15.22,GB,Physical fitness,Lifestyle (sociology),Health,,,,,,,Nano-influencer,0.4192837465564738
Bigga Boys Food Reviews,571,637.2446043165468,9.48,,Food,Lifestyle (sociology),,,,,,,,Emerging,1.660245183887916
IDA VLOGS,9860,32227.030303030304,438.08,FR,Lifestyle (sociology),Tourism,,,,,,,,Nano-influencer,4.443002028397566
Beauty with Nigar,632000,68466.55256916996,622.66,IN,Lifestyle (sociology),,,,,,,,,Macro-influencer,0.09852215189873417
The Traveling ZAM,26000,7559.857923497268,112.6,US,Tourism,Lifestyle (sociology),,,,,,,,Micro-influencer,0.4330769230769231
Brief History of the World,81,1860.0625,14.25,GB,Society,Knowledge,,,,,,,,Emerging,17.59259259259259
Comedy Express,968000,27123.108700187775,449.2,IN,Entertainment,Film,,,,,,,,Macro-influencer,0.04640495867768595
5min sboa-science,4,40.1,0.6,,Technology,Knowledge,,,,,,,,Emerging,15.0
Ancient Animal Atlas,20800,33222.0,1047.22,BE,Lifestyle (sociology),Knowledge,,,,,,,,Micro-influencer,5.034711538461538
ZOOM FASHION,1360,11979.435897435897,57.46153846153846,US,Lifestyle (sociology),Hobby,Fashion,,,,,,,Nano-influencer,4.225113122171946
SAN’S VLOGS,25600,56887.78571428572,2739.5714285714284,GB,Lifestyle (sociology),,,,,,,,,Micro-influencer,10.701450892857142
Montana Vlog,277000,68249.36101083033,1994.18,RO,Lifestyle (sociology),,,,,,,,,Mid-tier influencer,0.7199205776173285
FT Education,41700,10522.789272030652,330.28,BR,Motorsport,Vehicle,Lifestyle (sociology),,,,,,,Micro-influencer,0.7920383693045564
MIDKNIGHT SPORTS,516,326.30960854092524,3.98,US,Sport,Ice hockey,,,,,,,,Emerging,0.7713178294573644
vasanth தமிழ் gaming,897000,266942.70645952574,3312.96,IN,Role-playing video game,Video game culture,Action-adventure game,Simulation video game,Action game,,,,,Macro-influencer,0.36933779264214045
Y' Science 1 channel ,9,17.0,9.0,,No topic categories assigned,,,,,,,,,Emerging,100.0
Surviving and Thriving in Higher Education,80500,73346.45238095238,2215.5714285714284,,Lifestyle (sociology),Knowledge,Health,,,,,,,Mid-tier influencer,2.75226264418811
Ms Newbury's History Revision Videos,36,204.32,0.12,,Knowledge,,,,,,,,,Emerging,0.3333333333333333
Technical Sagar,3130000,135707.08578284344,2638.82,IN,Lifestyle (sociology),Technology,,,,,,,,Mega-influencer,0.0843073482428115
Comedy Kings BD,67,1175.7619047619048,17.238095238095237,,Film,Entertainment,,,,,,,,Emerging,25.728500355366023
Times News,1110000,57461.96631837738,282.16,GB,Knowledge,Society,Politics,,,,,,,Mega-influencer,0.025419819819819823
Passionate about Music Education,411,164.71698113207546,5.6,US,Health,Knowledge,Lifestyle (sociology),,,,,,,Emerging,1.362530413625304
Who Am I? History Uncovered,1,18.0,1.0,US,No topic categories assigned,,,,,,,,,Emerging,100.0
Seb Talks Sports,69,35.67307692307692,2.46,,Association football,Sport,American football,,,,,,,Emerging,3.5652173913043477
Liz Earle Beauty Co.,14100,2410.1041666666665,4.96,,Lifestyle (sociology),,,,,,,,,Micro-influencer,0.035177304964539004
Copenhagen Fashion Week,3380,1679.920233463035,12.54,,Lifestyle (sociology),Fashion,Hobby,,,,,,,Nano-influencer,0.37100591715976333
TWIN TECH HUB,18,1287.7777777777778,6.888888888888889,,Lifestyle (sociology),Technology,,,,,,,,Emerging,38.27160493827161
Morzsa Gaming,81,86.59677419354838,5.82,HU,Simulation video game,Video game culture,Action-adventure game,Role-playing video game,Action game,,,,,Emerging,7.185185185185185
Blue Animals chromakey footage,456,712.625,2.5,GB,Lifestyle (sociology),,,,,,,,,Emerging,0.5482456140350878
Beauty Cosmetics,439000,41182.15930018416,6.18,US,Health,Lifestyle (sociology),,,,,,,,Mid-tier influencer,0.0014077448747152619
Faith and Fitness Chronicles,758,507.1875,71.76470588235294,GB,Lifestyle (sociology),Health,Physical fitness,,,,,,,Emerging,9.46763929846345
Meditation Relax Music,2740000,4016043.6,1786.54,UA,Electronic music,Music,,,,,,,,Mega-influencer,0.0652021897810219
Influential Music - Topic,12,10.25,0.3,,Electronic music,Music,Hip hop music,Christian music,,,,,,Emerging,2.5
Ethereal Beauty,2470,8237.266666666666,143.66666666666666,GB,Lifestyle (sociology),Health,,,,,,,,Nano-influencer,5.816464237516869
Shireen Jawad Music,254000,2363915.363636364,10968.151515151516,GB,Music of Asia,Music,Pop music,,,,,,,Mid-tier influencer,4.3181698878549275
Zante Weddings Tsilivi Travel,320,643.0693877551021,0.78,,Lifestyle (sociology),,,,,,,,,Emerging,0.24375
Veola Education,28500,196158.7142857143,4404.380952380952,,Lifestyle (sociology),Health,,,,,,,,Micro-influencer,15.453968253968252
Food Parody,17,1186.5,9.25,US,No topic categories assigned,,,,,,,,,Emerging,54.411764705882355
High tech,78,314.4761904761905,8.095238095238095,,Technology,Lifestyle (sociology),,,,,,,,Emerging,10.378510378510379
Our True History,6840,310.8186889818689,7.56,,Knowledge,,,,,,,,,Nano-influencer,0.11052631578947368
Nita's Beauty & Lifestyle ,24,388.6666666666667,12.11111111111111,NG,Food,Lifestyle (sociology),,,,,,,,Emerging,50.46296296296296
Hizoo Comedy ,20,13.538461538461538,2.8461538461538463,CA,Entertainment,Film,,,,,,,,Emerging,14.230769230769232
Vlog Cars Passion,131000,71857.73214285714,303.2,FR,Vehicle,Lifestyle (sociology),,,,,,,,Mid-tier influencer,0.2314503816793893
Rated Movies,6,24.53846153846154,0.2307692307692307,,Lifestyle (sociology),Film,Entertainment,,,,,,,Emerging,3.846153846153845
Classical Piano Music - Topic,42,40.01552106430155,0.06,,Classical music,Music,,,,,,,,Emerging,0.14285714285714285
False Swipe Gaming,491000,534903.3977272727,6739.16,US,Action game,Video game culture,Role-playing video game,,,,,,,Mid-tier influencer,1.3725376782077392
Thalia Gaming,1,7.0,1.5,,No topic categories assigned,,,,,,,,,Emerging,150.0
The Rejoice Beauty - Topic,3,59.333333333333336,0.6666666666666666,,Independent music,Pop music,Music,Music of Asia,,,,,,Emerging,22.222222222222218
Linus Tech Tips,16400000,1197516.376001086,39396.46,CA,Lifestyle (sociology),Technology,,,,,,,,Celebrity,0.24022231707317074
Sports Injury Physio,209000,69918.39590443685,521.02,GB,Lifestyle (sociology),Health,Physical fitness,,,,,,,Mid-tier influencer,0.24929186602870815
Animals zari,42900,39575.914489311166,1591.22,US,Health,Pet,Entertainment,Lifestyle (sociology),,,,,,Micro-influencer,3.709137529137529
UC Davis School of Education,813,802.9032258064516,3.92,,Society,Knowledge,,,,,,,,Emerging,0.4821648216482165
Coast Fashion,453,2705.4166666666665,14.68,GB,Fashion,Lifestyle (sociology),Hobby,,,,,,,Emerging,3.240618101545254
Kat Hunter Music,122,322.6666666666667,14.22222222222222,US,Rock music,Pop music,Music,Country music,Independent music,,,,,Emerging,11.657559198542803
World of Science - Topic,5,207.22222222222223,4.555555555555555,,Music,Pop music,Independent music,,,,,,,Emerging,91.11111111111111
Epic History,2770000,1628535.6076555024,25983.34,GB,Society,Knowledge,Military,,,,,,,Mega-influencer,0.9380267148014441
ARSANIT Tech - Topic,1,11.25,0.25,,Electronic music,Music,,,,,,,,Emerging,25.0
Reel Classic Film Reviews,3970,1993.1993957703928,32.34,GB,Entertainment,Film,,,,,,,,Nano-influencer,0.8146095717884132
Travel Tribe Tours,1540,4563.604166666667,85.70833333333333,GB,Lifestyle (sociology),Tourism,,,,,,,,Nano-influencer,5.56547619047619
ستيب سبورت - Step Sport,462000,38327.81048560378,1732.96,CA,Association football,Sport,,,,,,,,Mid-tier influencer,0.3750995670995671
"Ocean and Earth Science, University of Southampton",196,460.02941176470586,5.382352941176471,GB,Knowledge,,,,,,,,,Emerging,2.7460984393757504
Arthur Morgan Gaming,9940,10989.987012987012,175.52,,Video game culture,Action game,Action-adventure game,Role-playing video game,Entertainment,,,,,Nano-influencer,1.76579476861167
My food everyday ,15,356.57142857142856,6.171428571428572,,Lifestyle (sociology),Food,,,,,,,,Emerging,41.142857142857146
Como Las Movies - Topic,73,501.0,9.823529411764708,,Independent music,Music,Pop music,Music of Latin America,,,,,,Emerging,13.456889605157135
🌸Ritu's food world🌸,46,1197.509090909091,8.64,,Food,Lifestyle (sociology),,,,,,,,Emerging,18.782608695652176
Hayes Family Vlog,125000,166595.47933884297,5188.08,US,Tourism,Lifestyle (sociology),,,,,,,,Mid-tier influencer,4.150464
food.bread.lovers,194,1262.688524590164,14.76,,Food,Lifestyle (sociology),Hobby,,,,,,,Emerging,7.608247422680412
JPinoy Vlogs,339000,93896.331332533,2011.04,JP,Lifestyle (sociology),Food,,,,,,,,Mid-tier influencer,0.5932271386430679
Comedy Laughter,46,47.833333333333336,1.125,,Lifestyle (sociology),,,,,,,,,Emerging,2.4456521739130435
ON Sport,3470000,13413.727056009877,85.08,EG,Television program,Sport,Association football,,,,,,,Mega-influencer,0.0024518731988472623
Make Fitness,295000,84943.70627062707,2063.92,RU,Lifestyle (sociology),Health,Physical fitness,,,,,,,Mid-tier influencer,0.6996338983050847
the meerut comedy vlog show11 ,13,288.06666666666666,3.8,,Film,Entertainment,Humour,,,,,,,Emerging,29.23076923076923
Rambo Fitness,2340,428.44912280701755,8.9,GB,Health,Lifestyle (sociology),Physical fitness,,,,,,,Nano-influencer,0.3803418803418803
Wildseed Comedy,29300,29918.11695906433,1112.94,GB,Humour,Television program,Entertainment,Film,,,,,,Micro-influencer,3.798430034129693
Vienna's Movies,3,17.375,0.125,CA,Entertainment,Film,,,,,,,,Emerging,4.166666666666667
CEO Edi fashion and design edi,22,22.682926829268293,3.1707317073170733,GB,Hobby,Lifestyle (sociology),Fashion,,,,,,,Emerging,14.412416851441241
Macmillan Education ELT,113000,7974.25656877898,14.22,GB,Lifestyle (sociology),Knowledge,,,,,,,,Mid-tier influencer,0.012584070796460177
Gaming Pathshala,369000,154690.75534441805,2974.16,IN,Action game,Video game culture,Action-adventure game,Strategy video game,Technology,,,,,Mid-tier influencer,0.8060054200542005
PEDRO'S MOVIE CAVERN,1560,932.68,33.58,,Entertainment,Film,Lifestyle (sociology),,,,,,,Nano-influencer,2.1525641025641025
Tech Steve,212000,66100.57784431138,264.68,US,Technology,Lifestyle (sociology),,,,,,,,Mid-tier influencer,0.12484905660377359
Teddy Gaming,1240000,606222.2297297297,19994.62,IN,Action game,Action-adventure game,Video game culture,Role-playing video game,Strategy video game,,,,,Mega-influencer,1.6124693548387097
2 Guys Comedy (‪2GuysComedy‬),59,224.125,21.0,,Food,Hobby,Lifestyle (sociology),Sport,,,,,,Emerging,35.59322033898305
